1,Carimbo de data/hora,EMPRESA,MOTIVOS,,,,,,
2319,27/03/2024 14:57:23,KPMG,Para se dar bem na empresa você tem que puxar saco dos superiores. Não vale a pena demostrar serviço. Quanto mais puxar saco e mais chance de você crescer e sem necessidade de entregar o seu trabalho.,,,,,,
2320,27/03/2024 14:57:57,KPMG,Uma empresa que vê se os clientes fazem as coisas certas. Mas na verdade ela mesmo faz tudo errado,,,,,,
2321,27/03/2024 14:59:26,KPMG,"O discurso da empresa é bonito, prezando pela qualidade de vida. Mas te obrigam a trabalhar no mínimo 12h por dia, incluindo sábado, domingo e feridos. Mas se você negar a trabalhar você sai como errado e é punido",,,,,,
2322,27/03/2024 15:00:45,KPMG,"Empresa totalmente mal organizada, vende contratos baratos onde superlotam a vida dos funcionários de baixo escalão, onde toda a culpa da falta de organização cai sobre o funcionário e não com quem deveria fazer o planejamento.",,,,,,
2323,27/03/2024 15:00:57,KPMG,A logo parece um analfabeto preenchendo o próprio nome em prova de concurso publico,,,,,,
2324,27/03/2024 15:01:12,KPMG,"Você trabalhar por 5 pessoas, ganha por 1 e ainda reclamam tô seu trabalho.",,,,,,
2325,27/03/2024 15:01:44,KPMG,Não reconhece as leis trabalhistas. Lá dentro não existe isso.,,,,,,
2326,27/03/2024 15:05:15,KPMG,Se você faz uma reclamação com o rh de o superior vc é punido,,,,,,
2327,27/03/2024 15:06:59,KPMG,"A linha de denúncias da empresa, que eles falam que é independente, na verdade é controlado pelos sócios da empresa que sabe de todos os abusos que os funcionários sofrem. Eles apenas ignoram os hotline e respondem uma resposta padrão falando que lá dentro é tudo certo n",,,,,,
2328,25/03/2024 17:50:48,KRF Desenvolvimento de Software,"Do Glassdoor! O salário é muito abaixo do mercado, ainda mais sendo PJ. Pouca valorização do trabalho feito. Muita desorganização com respeito aos projetos. Gestores muito distantes dos problemas reais da empresa. Nenhuma preocupação com a qualidade dos sistemas desenvolvidos. Os gerente são muito bons como pessoas mas são muito novos e inexperientes e como gerentes de pessoas deixam muito a desejar. Cobranças da gerência surreais. Por exemplo, caso você não dê bom dia em algum grupo, é chamado a atenção. Também cobranças empregatícias típicas de contrato CLT, porém com contrato PJ. Caso fique alguns minutos offline no canal de comunicação, ter que explicar onde estava e o que estava fazendo entre outras cobranças muito desnecessárias.",,,,,,
2329,25/03/2024 17:05:29,Kyndryl,"Falsidade generalizada, só é reconhecido quem enche linguiça em calls com a gerência pra aparecer, quem puxa o saco da gerente. Empresa indo pro fundo do poço, não aumenta salário e nem promove ninguém, só corta pessoas e cortes não são feitos por critérios técnicos",,,,,,
2330,27/03/2024 14:46:24,L'Oréal,Hiper exploração dos estagiários e aprendizes. Se forem negros e LGBTs sao usados pra bater cota de diversidade (eles tem isso) e o gestor ganha BÔNUS SALARIAL. No fim nenhum é efetivado.,,,,,,
2331,27/03/2024 14:47:06,L'Oréal,Secretária do CEO gritou comigo.,,,,,,
2332,27/03/2024 14:49:19,L'Oréal,"Diversidade e inclusão é uma grande hipocrisia. Bando de branquinhos se achando revolucionários por cooptar pauta alheia, mas na real não mudam nada, só corroboram pra um sistema podre",,,,,,
2333,27/03/2024 14:50:46,L'Oréal,Chuva de licenças psiquiátricas por sobrecarga de trabalho. Ninguém se importa com saúde mental,,,,,,
2334,27/03/2024 14:52:09,L'Oréal,"Lotada de pessoas racistas, que já foram denunciadas e ninguém faz nada.",,,,,,
2335,27/03/2024 14:53:50,L'Oréal,"Promoções e contratações fundamentadas em ""amizade"" e relacionamento, e não mérito.",,,,,,
2336,27/03/2024 14:54:29,L'Oréal,"Não respeita a vida pessoal, parece que você vive um black mirror, e as pessoas forçam a barra nas redes sociais por status. É vergonhoso",,,,,,
2337,27/03/2024 14:55:58,L'Oréal,Só promovem gente branca da zona sul,,,,,,
2338,27/03/2024 14:56:40,L'Oréal,"Estagiários trabalham muito além do que deveriam, assédio moral de gestores e RH ineficiente. Não tem um plano de desenvolvimento",,,,,,
2339,27/03/2024 14:56:52,L'Oréal,Estágio é um sonho que vira pesadelo,,,,,,
2340,27/03/2024 14:57:34,L'Oréal,Pessoas toscas que acham que são blogueiras,,,,,,
2341,27/03/2024 14:58:54,L'Oréal,"Um estagiário tem que desenvolver o outro, pois os gestores não sabem fazer nada.",,,,,,
2342,27/03/2024 15:00:16,L'Oréal,Benefícios ultrapassados,,,,,,
2343,27/03/2024 15:00:59,L'Oréal,"Ambiente muito tóxico, pessoas passam mal de nervoso durante o expediente.",,,,,,
2344,27/03/2024 15:02:32,L'Oréal,Gestores obrigam estagiários a agir fora do compliance.,,,,,,
2345,27/03/2024 15:04:33,L'Oréal,Sobrecarga de trabalho absurda para estagiários e aprendizes,,,,,,
2346,27/03/2024 15:05:24,L'Oréal,Muitos estagiários tem a graduação atrasada por causa da carga de trabalho,,,,,,
2347,27/03/2024 15:09:15,L'Oréal,As pessoas tem que virar noites em época de fechamento. Absurdo.,,,,,,
2348,27/03/2024 15:11:23,L'Oréal,Preconceito regional - se você for periférico é melhor ficar quieto entre os gestores pois riem de você.,,,,,,
2349,27/03/2024 15:15:24,L'Oréal,"Pessoas copiam ideias uma das outras, competitividade tóxica.",,,,,,
2350,27/03/2024 15:20:15,L'Oréal,Valorização de pessoas puxa-saco e forçadoras de barra.,,,,,,
2351,22/03/2024 22:23:45,L’Oréal,"Sobrecarga de trabalho, pouco cuidado com saúde mental",,,,,,
2352,26/03/2024 23:07:13,L´Occitane,"Só é promovido quem puxa o saco, apesar do discurso de inclusão a empresa é extremamente preconceituosa, hierarquia hostil com feedbacks vergonhosos, cada setor é uma empresa diferente e o RH é omisso a tudo.",,,,,,
2353,26/03/2024 23:18:56,L´Occitane,"Desorganização pura, caos diario, reuniões intermináveis para cada um analista tem um gerente/coordenador, reconhecimento zero.",,,,,,
2354,27/03/2024 11:04:54,Laboratório de Sistemas Distribuídos (LSD-UFCG),Péssimos gestores. Professores que gostam de humilhar alunos. Não sabem definir bem os requisitos. Descontam suas frustrações pessoais nos alunos. Ambiente tóxico.,,,,,,
2355,27/03/2024 15:39:29,Laborclin Prod para Laboratórios,"Paga mal os funcionários. So divulga salário no fim do processo seletivo. Desvio de função por todas as partes dos funcionários. Toxidade dos gestores e da diretoria. O diretor se recusava a comprar melhores computadores para os colaboradores por acreditar que eles já conseguiam trabalhar, enquanto ele e a CEO utilizavam os iphones mais atuais e laptops. Além de rumores da CEO fazer sexo com o francês que comprou a empresa",,,,,,
2356,27/03/2024 15:21:01,Labsoft,Diretor de produto arrogante e abusa psicologicamente do time,,,,,,
2357,18/03/2024 09:25:50,Lactalis,Só fica se destruir a familia,,,,,,
2358,27/03/2024 00:32:38,Ladeira bijuterias,"Enquanto a família estiver ganhando o dinheiro, eles estão pouco se preocupando com vc, salário abaixo do mercado, trabalha por 3 pessoas, sem gestão específica, uma bagunça para saber quem é o gestor, prometem plr e n entregam, mas estão abrindo várias lojas",,,,,,
2359,25/03/2024 18:38:42,Lado B comunicação Estratégica,"O dono é um doido, xingou ex funcionária de puta, deu soco na parede, grita é descompensado e deveria estar preso",,,,,,
2360,25/03/2024 19:30:12,LalalandTeste,teste,,,,,,
2361,25/03/2024 17:14:27,Lalamove,"Panelinha dos gerentes e da diretoria do brasil onde eles gastam toda verba da empresa em jantares, só é promovido quem é amigo da panelinha dos gerentes, o rh é o maior inimigo do funcionário",,,,,,
2362,27/03/2024 15:46:19,Land Rover,"misoginia presente o tempo todo, gestores incompetentes, se dessem mais valor às mulheres da empresa (que infelzmente são poucas), iriam muito mais longe do que deixar esse bando de macho incompetente na gerência",,,,,,
2363,18/03/2024 12:12:57,Laqus,"Assédio nos funcionários, xingamentos e ameaças.",,,,,,
2364,27/03/2024 10:42:47,Laticínios Porto Alegre,"Um dos proprietários\acionista tem o lema\bordão "" Essa empresa gosta de fazer muito com pouco""; Gerentes omissos e que deixa a supervisão tomar as decisões sem averiguar; Supervisão despreparada e que quando não tem capacidade de solução culpa a base e consequentemente troca toda equipe; Muita rotatividade na base; Ticket alimentação baixo; Acumulo de funções; Reuniões excessivas que não agregam em nada;...",,,,,,
2365,27/03/2024 08:45:05,Laudite,"Microgerenciamento, trabalho sem foco (tudo é prioridade), liderança centralizadora e PJ tendo que cumprir horário e reuniões fixas como se fosse CLT",,,,,,
2366,27/03/2024 14:23:22,Lavoro,"Liderança desumana, machista, sobrecarga de trabalho",,,,,,
2367,27/03/2024 13:08:43,Lavoro Agro,São mercenario exploradores,,,,,,
2368,27/03/2024 13:07:24,Lavoro Agro,Sobre carga multi função fazem as pessoas serem escravos,,,,,,
2369,27/03/2024 13:04:45,Lavoro Agrocomercial,"Assédio moral, cargas de trabalho sub-humanas, liderança desleal, anti etica, cargas horária de trabalho de 12 a 14 horas,",,,,,,
2370,25/03/2024 18:38:24,Layer Up,Salário e benefícios incompatíveis c/ o mercado. Cobrança exagerada e falta de ética (vindo da CEOs e gerentes) deveria ser o slogan da agência.,,,,,,
2371,18/03/2024 09:42:15,LayerUP,Plano de carreira? Não existe. Hora extra e trabalhar de sabado e domingo sem receber? Toda semana. Desorganização e coordenadores despreparados? Uma realidade. Salarios abaixo da média do mercado? Também. Assédio e cobrança encima de cobrança? Não é novidade pra ngm.,,,,,,
2372,27/03/2024 11:33:22,LDC - Louis Dreyfus Company,"Assedio Moral com terceiros (Superiores), ferias cortada de Terceiros, ofensas de todos os níveis e aumento de salário barrado a 2 anos (de todos os pontos)",,,,,,
2373,27/03/2024 13:28:11,LDSOFT,"GPTW mentirorsa, Microgerenciamento, ""santo não bate"", ambiente tóxico, desvio de função, salario abaixo do mercado.",,,,,,
2374,18/03/2024 11:09:01,Leads2B,"Microgestão, desorganização e pjotização de funcionários.",,,,,,
2375,27/03/2024 14:31:34,Lear do Brasil,Cobranças,,,,,,
2376,27/03/2024 10:43:17,Learn to Fly,"Empresa e cultura tóxica, orientada a achismos e sem uma noção clara do que estão buscando. Em resumo, uma completa perda de tempo",,,,,,
2377,27/03/2024 09:08:22,Lenatec,"Empresa totalmente sem estrutura nenhuma onde o CEO faz papel de RH, Financeiro, propaganda, gestor e além de tudo isso ainda atrasa o salario e dificulta qualquer resolução de problema.",,,,,,
2378,27/03/2024 09:14:32,Lenatec,CEO caloteiro que demora para pagar os Funcionários e ainda não dá férias no prazo previsto,,,,,,
2379,27/03/2024 13:53:31,Leroy Merlin,"Diretor de produtos não sabe o que está fazendo, apenas se sustenta na politicagem. Ambiente extremamente competitivo e pressões constantes. Comprem na tok&stok!!",,,,,,
2380,25/03/2024 16:51:26,Leroy Merlin,"Me exploraram na época que era jovem aprendiz, e quando fui pedir demissão por não aguentar humilhação eles simplesmente me fecharam em uma sala com a minha cadeira de costas pra parede, uma mulher sentada na minha frente e um cara parado na porta enquanto ela me perguntava de maneira nada sútil do porque eu estava saindo. Era meu primeiro emprego e tinha 17 anos",,,,,,
2381,27/03/2024 11:39:18,LETS Marketing,Ex funcionário,,,,,,
2382,27/03/2024 11:41:00,LETS Marketing,"Voltam atrás em promoções de cargos, prometem um bônus e você nunca sabe quanto irá ganhar no final, trabalhe 24/07 sendo chamado no whats app a todo momento",,,,,,
2383,18/03/2024 15:18:10,Level Up! Games,"Ao saber que eu tinha tentando me matar após um burnout, o CEO da empresa mandou minha chefe me demitir.",,,,,,
2384,18/03/2024 14:42:07,Leveros (Time de Tecnologia),"Liderança abusiva, tóxica e despreparada. Remuneração não condizente com o mercado de T.I.. Trabalho somente presencial.",,,,,,
2385,25/03/2024 15:43:20,LEVTY,"Algumas pessoas estão mais preocupadas em pular a cerca do que trabalhar, não informam sobre a PLR, Diminuem valor de benefícios sem aviso prévio...",,,,,,
2386,27/03/2024 02:55:08,LEVTY,"Processo seletivo presencial com questões de avaliação de QI, muito negativo o fato de.ser.presencial.",,,,,,
2387,18/03/2024 11:56:32,Levva,"Empresa desorganizada, gerenciamento ruim, muitos dos cargos de gerencia são compostos por pessoas que não estão preparadas para assumir tal função, cultura de culpar o funcionario mas daquele jeito ""bate depois assopra"", contrata a maioria como cooperado em uma cooperativa terrivel, não tem clausula de recisão pro lado do colaborador, ou seja, se eles não precisarem mais de voce ou decidirem te culpar por algo que aconteceu é tchau e bença e não tem direito a nenhum tipo de indenização, não importa o quanto voce se dedicou anteriormente pela impresa.",,,,,,
2388,27/03/2024 05:54:41,Levva,"Prometem ambiente leve mas é mega tóxica... clientes ignorantes, uma lider de RH que esta há anos humilhando o time de Atração, ficam fingindo ser leves com campeonatos de video game!",,,,,,
2389,27/03/2024 10:25:33,Levva,"Durante meu tempo na empresa, enfrentei uma série de desafios que afetaram minha saúde mental e bem-estar físico. Sofri de burnout, resultando em várias visitas ao hospital, e ansiedade devido à desorganização e falta de suporte da empresa. O CEO é um personagem e se preocupa somente com entrega, e se acontece algo com vc que seja uma ameaça a reputação da empresa, te demitem na hora, como é colaborado então fica mais fácil de demitir. Além disso, enfrentei o terrível problema do assédio sexual por parte de um colega de trabalho.",,,,,,
2390,27/03/2024 10:49:40,levva,"A empresa faz diversas promessas e nunca cumpre. RH despreparado, a rotatividade é tão grande que não tem como se apegar aos funcionários. Muitas panelinhas",,,,,,
2391,25/03/2024 12:02:10,Lexmark International do Brasil,"Gestão de pessoas? Inexistente! Promoção? Se você adora lamber os outros! Salário? Abaixo do mercado, empresa ama praticar o mais com menos demitiu uma porrada de pessoas não contratou reposição e nem parece que irá e jogou todo o serviço nos que sobraram, removem beneficios com a desculpa de corte de custos e o vale alimentação não se vê aumento a mais de 5 anos",,,,,,
